2021	2	EMMA	181
2021	2	LOUISE	175
2022	1	GABRIEL	331
2022	1	ADAM	254
2022	1	RAPHAËL	250
2022	1	LOUIS	222
2022	1	MOHAMED	208
2022	2	ALMA	211
2022	2	LOUISE	211
2022	2	AMBRE	189
2022	2	JADE	187
2022	2	LOUISE	172
